SL;35;;;Medical, health, welfare and sanitary spaces
SL;35;10;;Medical spaces
SL;35;10;08;Birthing rooms
SL;35;10;10;Burns units
SL;35;10;12;Clean Utility
SL;35;10;15;Consulting rooms
SL;35;10;18;Day rooms/ lounges
SL;35;10;22;Dental treatment rooms
SL;35;10;23;Diagnostics laboratories
SL;35;10;30;First aid posts
SL;35;10;31;First aid rooms
SL;35;10;36;Hearing test rooms
SL;35;10;39;Hydrotherapy pools
SL;35;10;40;Hygiene lobbies
SL;35;10;42;Intensive care units
SL;35;10;43;Isolation units
SL;35;10;51;Medical scanning and x-ray rooms
SL;35;10;53;Medical treatment rooms
SL;35;10;58;Occupational therapy rooms
SL;35;10;59;Operating theatres
SL;35;10;63;Phlebotomy room
SL;35;10;64;Pharmaceutical dispensaries
SL;35;10;65;Phototherapy spaces
SL;35;10;66;Physiotherapy rooms
SL;35;10;70;Radiography rooms
SL;35;10;71;Radiotherapy rooms
SL;35;10;72;Radiology reading room
SL;35;10;73;Recovery rooms
SL;35;10;74;Rehabilitation rooms
SL;35;10;82;Sterilization room
SL;35;10;88;Therapy rooms
SL;35;10;94;Venepuncture room
SL;35;10;96;Wards
SL;35;10;97;Warm water pools
SL;35;50;;Welfare spaces
SL;35;50;17;Crèches and nurseries
SL;35;50;21;Day-care spaces
SL;35;50;60;Parent and baby rooms
SL;35;50;69;Quiet calming spaces
SL;35;50;75;Sauna rooms
SL;35;50;78;Sensory rooms
SL;35;50;90;Treatment rooms
SL;35;60;;Food management spaces
SL;35;60;14;Commercial kitchens
SL;35;60;16;Cooking spaces
SL;35;60;30;Food preparation areas
SL;35;60;45;Kitchenettes
SL;35;60;56;Non-domestic kitchens
SL;35;60;78;Servery areas
SL;35;70;;Funerary spaces
SL;35;70;12;Cemetery plots
SL;35;70;15;Funerary columbariums
SL;35;70;18;Crematorium oven rooms
SL;35;70;32;Funeral vaults
SL;35;70;50;Mausoleums
SL;35;70;90;Tombs
SL;35;80;;Sanitary spaces
SL;35;80;00;Ablutions rooms
SL;35;80;01;Accessible changing rooms
SL;35;80;03;Accessible toilets
SL;35;80;06;Baby changing rooms
SL;35;80;08;Bathrooms
SL;35;80;39;Hygiene rooms
SL;35;80;59;Open shower areas
SL;35;80;68;Public toilets
SL;35;80;80;Showers
SL;35;80;85;Supervisable toilets
SL;35;80;89;Toilets
SL;35;85;;Animal spaces
SL;35;85;00;Animal arks
SL;35;85;01;Animal cages
SL;35;85;03;Animal enclosures
SL;35;85;04;Animal exercise arenas
SL;35;85;05;Aviaries
SL;35;85;12;Cattle byres
SL;35;85;39;Fish tanks
SL;35;85;45;Kennels
SL;35;85;47;Loose boxes
SL;35;85;62;Pens
SL;35;85;83;Stables
SL;35;85;84;Stable yards
SL;35;85;85;Stalls
SL;35;85;86;Sties
SL;35;85;88;Tack rooms
SL;35;90;;Animal medical, health, welfare and funerary spaces
SL;35;90;10;Animal burial plots
SL;35;90;15;Animal clinics
SL;35;90;22;Animal dispensaries
SL;35;90;32;Animal funerary spaces
SL;35;90;34;Animal grooming facilities
SL;35;90;37;Animal hydrotherapy pools
SL;35;90;59;Animal operating theatres
SL;35;90;72;Animal wards
SL;40;;;Recreational spaces
SL;40;05;;Amusement spaces
SL;40;05;03;Amusement arcades
SL;40;05;13;Casino floors
